core_name,split,img_path,annotation_id,annotator,comentario,created_at,data,id,lead_time,motivo,score,updated_at,crop_filename
19_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\19_jpg.rf.186ff6f1b428f1ec50e147da58ba280b.jpg,131.0,1.0,,2025-09-12T05:35:10.685460Z,/data/upload/2/0c17b386-19_jpg.rf.5bd2fec6d3b00b382ad6029c7f76010d.jpg,128.0,6.117,Buen balance visual,"[{""number"":80}]",2025-09-12T05:35:10.685482Z,crop_train_19_jpg.rf.186ff6f1b428f1ec50e147da58ba280b.jpg
19_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\19_jpg.rf.5bd2fec6d3b00b382ad6029c7f76010d.jpg,131.0,1.0,,2025-09-12T05:35:10.685460Z,/data/upload/2/0c17b386-19_jpg.rf.5bd2fec6d3b00b382ad6029c7f76010d.jpg,128.0,6.117,Buen balance visual,"[{""number"":80}]",2025-09-12T05:35:10.685482Z,crop_train_19_jpg.rf.5bd2fec6d3b00b382ad6029c7f76010d.jpg
19_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\19_jpg.rf.633155c863468c9cc71c136486ab1d8a.jpg,131.0,1.0,,2025-09-12T05:35:10.685460Z,/data/upload/2/0c17b386-19_jpg.rf.5bd2fec6d3b00b382ad6029c7f76010d.jpg,128.0,6.117,Buen balance visual,"[{""number"":80}]",2025-09-12T05:35:10.685482Z,crop_train_19_jpg.rf.633155c863468c9cc71c136486ab1d8a.jpg
22_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\22_jpg.rf.2110cdcba1e54b775ec6b5e795cbbcfc.jpg,132.0,1.0,,2025-09-12T05:35:20.239816Z,/data/upload/2/625f9f43-22_jpg.rf.2110cdcba1e54b775ec6b5e795cbbcfc.jpg,129.0,9.021,"{""choices"":[""Falta de ingrediente"",""Colores apagados""]}","[{""number"":70}]",2025-09-12T05:35:20.239841Z,crop_train_22_jpg.rf.2110cdcba1e54b775ec6b5e795cbbcfc.jpg
22_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\22_jpg.rf.76a6b3bb6203769b23e71b59562e03bd.jpg,132.0,1.0,,2025-09-12T05:35:20.239816Z,/data/upload/2/625f9f43-22_jpg.rf.2110cdcba1e54b775ec6b5e795cbbcfc.jpg,129.0,9.021,"{""choices"":[""Falta de ingrediente"",""Colores apagados""]}","[{""number"":70}]",2025-09-12T05:35:20.239841Z,crop_train_22_jpg.rf.76a6b3bb6203769b23e71b59562e03bd.jpg
34_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\34_jpg.rf.24f5c7242a6d41052ce46031e155d3ae.jpg,133.0,1.0,,2025-09-12T05:36:56.346365Z,/data/upload/2/7f9feeb8-34_jpg.rf.cfb0d8fa7ae6bc506f157c57eeb9fb61.jpg,130.0,95.495,Buen balance visual,"[{""number"":85}]",2025-09-12T05:36:56.346407Z,crop_train_34_jpg.rf.24f5c7242a6d41052ce46031e155d3ae.jpg
34_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\34_jpg.rf.3274f9678b84ec683a1edf1d20ad527e.jpg,133.0,1.0,,2025-09-12T05:36:56.346365Z,/data/upload/2/7f9feeb8-34_jpg.rf.cfb0d8fa7ae6bc506f157c57eeb9fb61.jpg,130.0,95.495,Buen balance visual,"[{""number"":85}]",2025-09-12T05:36:56.346407Z,crop_train_34_jpg.rf.3274f9678b84ec683a1edf1d20ad527e.jpg
34_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\34_jpg.rf.cfb0d8fa7ae6bc506f157c57eeb9fb61.jpg,133.0,1.0,,2025-09-12T05:36:56.346365Z,/data/upload/2/7f9feeb8-34_jpg.rf.cfb0d8fa7ae6bc506f157c57eeb9fb61.jpg,130.0,95.495,Buen balance visual,"[{""number"":85}]",2025-09-12T05:36:56.346407Z,crop_train_34_jpg.rf.cfb0d8fa7ae6bc506f157c57eeb9fb61.jpg
35_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\35_jpg.rf.22494aab1c1f221cc23f67bda7e0bc0a.jpg,134.0,1.0,,2025-09-12T05:37:26.903919Z,/data/upload/2/c06ff1f0-35_jpg.rf.c0e67075ccb4b747d2efe820ae866ffe.jpg,131.0,29.986,Exceso de ingrediente,"[{""number"":70}]",2025-09-12T05:37:26.903943Z,crop_train_35_jpg.rf.22494aab1c1f221cc23f67bda7e0bc0a.jpg
35_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\35_jpg.rf.c0e67075ccb4b747d2efe820ae866ffe.jpg,134.0,1.0,,2025-09-12T05:37:26.903919Z,/data/upload/2/c06ff1f0-35_jpg.rf.c0e67075ccb4b747d2efe820ae866ffe.jpg,131.0,29.986,Exceso de ingrediente,"[{""number"":70}]",2025-09-12T05:37:26.903943Z,crop_train_35_jpg.rf.c0e67075ccb4b747d2efe820ae866ffe.jpg
35_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\35_jpg.rf.ec6016241a222e9b92fdbfacc461279f.jpg,134.0,1.0,,2025-09-12T05:37:26.903919Z,/data/upload/2/c06ff1f0-35_jpg.rf.c0e67075ccb4b747d2efe820ae866ffe.jpg,131.0,29.986,Exceso de ingrediente,"[{""number"":70}]",2025-09-12T05:37:26.903943Z,crop_train_35_jpg.rf.ec6016241a222e9b92fdbfacc461279f.jpg
36_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\36_jpg.rf.58f7b32ceaa808682c67266df7433eda.jpg,135.0,1.0,,2025-09-12T05:37:42.850277Z,/data/upload/2/3f4c4cb0-36_jpg.rf.d5594e65f582b0b2910793cc6e128ef0.jpg,132.0,15.36,Buen balance visual,"[{""number"":70}]",2025-09-12T05:37:42.850298Z,crop_train_36_jpg.rf.58f7b32ceaa808682c67266df7433eda.jpg
36_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\36_jpg.rf.642a08a52b0bc5eab72e641d264a27ec.jpg,135.0,1.0,,2025-09-12T05:37:42.850277Z,/data/upload/2/3f4c4cb0-36_jpg.rf.d5594e65f582b0b2910793cc6e128ef0.jpg,132.0,15.36,Buen balance visual,"[{""number"":70}]",2025-09-12T05:37:42.850298Z,crop_train_36_jpg.rf.642a08a52b0bc5eab72e641d264a27ec.jpg
36_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\36_jpg.rf.d5594e65f582b0b2910793cc6e128ef0.jpg,135.0,1.0,,2025-09-12T05:37:42.850277Z,/data/upload/2/3f4c4cb0-36_jpg.rf.d5594e65f582b0b2910793cc6e128ef0.jpg,132.0,15.36,Buen balance visual,"[{""number"":70}]",2025-09-12T05:37:42.850298Z,crop_train_36_jpg.rf.d5594e65f582b0b2910793cc6e128ef0.jpg
37_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\37_jpg.rf.4a0bcc4a36683a1355b69db6ca1a0e63.jpg,136.0,1.0,,2025-09-12T05:37:55.392412Z,/data/upload/2/502a7b8c-37_jpg.rf.4a0bcc4a36683a1355b69db6ca1a0e63.jpg,133.0,11.926,"{""choices"":[""Desordenado"",""Colores apagados""]}","[{""number"":30}]",2025-09-12T05:37:55.392434Z,crop_train_37_jpg.rf.4a0bcc4a36683a1355b69db6ca1a0e63.jpg
37_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\37_jpg.rf.566219e9b489307380f9eeab9f0f29b2.jpg,136.0,1.0,,2025-09-12T05:37:55.392412Z,/data/upload/2/502a7b8c-37_jpg.rf.4a0bcc4a36683a1355b69db6ca1a0e63.jpg,133.0,11.926,"{""choices"":[""Desordenado"",""Colores apagados""]}","[{""number"":30}]",2025-09-12T05:37:55.392434Z,crop_train_37_jpg.rf.566219e9b489307380f9eeab9f0f29b2.jpg
37_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\37_jpg.rf.d6957b090c2b6a01f7d007cd65a5ecb7.jpg,136.0,1.0,,2025-09-12T05:37:55.392412Z,/data/upload/2/502a7b8c-37_jpg.rf.4a0bcc4a36683a1355b69db6ca1a0e63.jpg,133.0,11.926,"{""choices"":[""Desordenado"",""Colores apagados""]}","[{""number"":30}]",2025-09-12T05:37:55.392434Z,crop_train_37_jpg.rf.d6957b090c2b6a01f7d007cd65a5ecb7.jpg
41_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\41_jpg.rf.328bceaf18857266c87d0d1f03ec543a.jpg,137.0,1.0,,2025-09-12T05:38:19.833300Z,/data/upload/2/ca3a1a10-41_jpg.rf.8ef100c3826853a0e4bc25301a976cb3.jpg,134.0,23.848,"{""choices"":[""Exceso de ingrediente"",""Colores apagados"",""Buen balance visual""]}","[{""number"":60}]",2025-09-12T05:38:19.833325Z,crop_train_41_jpg.rf.328bceaf18857266c87d0d1f03ec543a.jpg
41_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\41_jpg.rf.5103fd712e6e8aa852f2adcb55f8e01d.jpg,137.0,1.0,,2025-09-12T05:38:19.833300Z,/data/upload/2/ca3a1a10-41_jpg.rf.8ef100c3826853a0e4bc25301a976cb3.jpg,134.0,23.848,"{""choices"":[""Exceso de ingrediente"",""Colores apagados"",""Buen balance visual""]}","[{""number"":60}]",2025-09-12T05:38:19.833325Z,crop_train_41_jpg.rf.5103fd712e6e8aa852f2adcb55f8e01d.jpg
41_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\41_jpg.rf.8ef100c3826853a0e4bc25301a976cb3.jpg,137.0,1.0,,2025-09-12T05:38:19.833300Z,/data/upload/2/ca3a1a10-41_jpg.rf.8ef100c3826853a0e4bc25301a976cb3.jpg,134.0,23.848,"{""choices"":[""Exceso de ingrediente"",""Colores apagados"",""Buen balance visual""]}","[{""number"":60}]",2025-09-12T05:38:19.833325Z,crop_train_41_jpg.rf.8ef100c3826853a0e4bc25301a976cb3.jpg
42_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\42_jpg.rf.498ed9b6be585ec62a5a66de8b8ee8bb.jpg,138.0,1.0,,2025-09-12T05:38:25.575691Z,/data/upload/2/38638d04-42_jpg.rf.d6298f2ce146ae176b5eaddd20f6cfdd.jpg,135.0,5.175,"{""choices"":[""Pan quemado"",""Desordenado"",""Exceso de ingrediente""]}","[{""number"":20}]",2025-09-12T05:38:25.575785Z,crop_train_42_jpg.rf.498ed9b6be585ec62a5a66de8b8ee8bb.jpg
42_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\42_jpg.rf.913693c18769bd4149218e91ea4fb8fd.jpg,138.0,1.0,,2025-09-12T05:38:25.575691Z,/data/upload/2/38638d04-42_jpg.rf.d6298f2ce146ae176b5eaddd20f6cfdd.jpg,135.0,5.175,"{""choices"":[""Pan quemado"",""Desordenado"",""Exceso de ingrediente""]}","[{""number"":20}]",2025-09-12T05:38:25.575785Z,crop_train_42_jpg.rf.913693c18769bd4149218e91ea4fb8fd.jpg
42_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\42_jpg.rf.d6298f2ce146ae176b5eaddd20f6cfdd.jpg,138.0,1.0,,2025-09-12T05:38:25.575691Z,/data/upload/2/38638d04-42_jpg.rf.d6298f2ce146ae176b5eaddd20f6cfdd.jpg,135.0,5.175,"{""choices"":[""Pan quemado"",""Desordenado"",""Exceso de ingrediente""]}","[{""number"":20}]",2025-09-12T05:38:25.575785Z,crop_train_42_jpg.rf.d6298f2ce146ae176b5eaddd20f6cfdd.jpg
45_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\45_jpg.rf.2b90a98e1f7f8c072fd88894cf21fbd7.jpg,139.0,1.0,,2025-09-12T05:39:18.390767Z,/data/upload/2/d147961d-45_jpg.rf.2b90a98e1f7f8c072fd88894cf21fbd7.jpg,136.0,52.214,"{""choices"":[""Falta de ingrediente"",""Buen balance visual""]}","[{""number"":70}]",2025-09-12T05:39:18.390791Z,crop_train_45_jpg.rf.2b90a98e1f7f8c072fd88894cf21fbd7.jpg
45_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\45_jpg.rf.4c5f8a10f743012dd914776e1eb82368.jpg,139.0,1.0,,2025-09-12T05:39:18.390767Z,/data/upload/2/d147961d-45_jpg.rf.2b90a98e1f7f8c072fd88894cf21fbd7.jpg,136.0,52.214,"{""choices"":[""Falta de ingrediente"",""Buen balance visual""]}","[{""number"":70}]",2025-09-12T05:39:18.390791Z,crop_train_45_jpg.rf.4c5f8a10f743012dd914776e1eb82368.jpg
45_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\45_jpg.rf.d1703f34daf1c4ed8bdcd6adce7b1c34.jpg,139.0,1.0,,2025-09-12T05:39:18.390767Z,/data/upload/2/d147961d-45_jpg.rf.2b90a98e1f7f8c072fd88894cf21fbd7.jpg,136.0,52.214,"{""choices"":[""Falta de ingrediente"",""Buen balance visual""]}","[{""number"":70}]",2025-09-12T05:39:18.390791Z,crop_train_45_jpg.rf.d1703f34daf1c4ed8bdcd6adce7b1c34.jpg
46_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\46_jpg.rf.484e5b4d9cc0ed6731f8d5c38714dbe1.jpg,140.0,1.0,,2025-09-12T05:39:32.069136Z,/data/upload/2/e574d33c-46_jpg.rf.484e5b4d9cc0ed6731f8d5c38714dbe1.jpg,137.0,13.109,"{""choices"":[""Desordenado"",""Exceso de ingrediente"",""Falta de ingrediente""]}","[{""number"":50}]",2025-09-12T05:39:32.069187Z,crop_train_46_jpg.rf.484e5b4d9cc0ed6731f8d5c38714dbe1.jpg
46_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\46_jpg.rf.bb3eb8ecaac816354de69f91c1d76fec.jpg,140.0,1.0,,2025-09-12T05:39:32.069136Z,/data/upload/2/e574d33c-46_jpg.rf.484e5b4d9cc0ed6731f8d5c38714dbe1.jpg,137.0,13.109,"{""choices"":[""Desordenado"",""Exceso de ingrediente"",""Falta de ingrediente""]}","[{""number"":50}]",2025-09-12T05:39:32.069187Z,crop_train_46_jpg.rf.bb3eb8ecaac816354de69f91c1d76fec.jpg
46_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\46_jpg.rf.f611063be84e03480e63795e13d7e665.jpg,140.0,1.0,,2025-09-12T05:39:32.069136Z,/data/upload/2/e574d33c-46_jpg.rf.484e5b4d9cc0ed6731f8d5c38714dbe1.jpg,137.0,13.109,"{""choices"":[""Desordenado"",""Exceso de ingrediente"",""Falta de ingrediente""]}","[{""number"":50}]",2025-09-12T05:39:32.069187Z,crop_train_46_jpg.rf.f611063be84e03480e63795e13d7e665.jpg
48_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\48_jpg.rf.0cb7ab78094ddb0c370475e1641a1b54.jpg,141.0,1.0,,2025-09-12T05:39:54.478323Z,/data/upload/2/4f9867a1-48_jpg.rf.f91ee1c68fc081d16ef240dce7ebc11e.jpg,138.0,21.845,Falta de ingrediente,"[{""number"":50}]",2025-09-12T05:39:54.478398Z,crop_train_48_jpg.rf.0cb7ab78094ddb0c370475e1641a1b54.jpg
48_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\48_jpg.rf.2270308471b60270d889951c7fe9c550.jpg,141.0,1.0,,2025-09-12T05:39:54.478323Z,/data/upload/2/4f9867a1-48_jpg.rf.f91ee1c68fc081d16ef240dce7ebc11e.jpg,138.0,21.845,Falta de ingrediente,"[{""number"":50}]",2025-09-12T05:39:54.478398Z,crop_train_48_jpg.rf.2270308471b60270d889951c7fe9c550.jpg
48_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\48_jpg.rf.f91ee1c68fc081d16ef240dce7ebc11e.jpg,141.0,1.0,,2025-09-12T05:39:54.478323Z,/data/upload/2/4f9867a1-48_jpg.rf.f91ee1c68fc081d16ef240dce7ebc11e.jpg,138.0,21.845,Falta de ingrediente,"[{""number"":50}]",2025-09-12T05:39:54.478398Z,crop_train_48_jpg.rf.f91ee1c68fc081d16ef240dce7ebc11e.jpg
